__file__,1.corporate_identity_number_cin,1.global_location_number_gln,2.name_of_the_company,2.address_of_the_registered_office,2.email_id_of_the_company,3.form_for_registration_of,4.applicant_is,5.date_of_instrument_creating_or_modifying_charge,5.nature_description_of_instrument,5.charge_created_or_modified_outside_india,6,7.charge_on,7.others_specify,8.consortium_finance_involved,8.joint_charge_involved,8.number_of_charge_holders,9.category,9.name,9.address.line1,9.address.line2,9.address.city,9.address.state,9.address.country,9.address.pin_code,9.address.iso_country_code,9.email_id,9.has_pan,9.pan,9.bsr_code_branch_code,10.amount_secured_by_charge_in_rs,10.amount_secured_by_charge_in_words,10.amount_in_foreign_currency_details,11.date_of_creating_security_interest,11.borrower_customer_account_number,11.rate_of_interest,11.repayment_term_in_months,11.terms_of_repayment,11.nature_of_facility,11.date_of_disbursement,11.miscellaneous_narrative_information,11.margin,11.extent_and_operation_of_the_charge,11.others,12.date_of_instrument_creating_or_evidencing_the_charge,12.description_of_the_instrument_creating_or_evidencing_the_charge,12.date_of_acquisition_of_the_property,12.amount_of_the_charge_in_rs,12.particulars_of_the_property_charged,13.short_particulars_of_property_or_assets_charged,14.number_of_title_documents_deposited_by_customer,15.is_property_not_registered_in_company_name,16.date_of_creation_or_last_modification_prior_to_present
54_XBRL_financial_statements_duly_authenticated_as_per_section_134__including_Board's_report_auditor's_report_and_other_documents_-29112016.pdf,U99999CH1997PTC019687,,ATOP FASTENERS PRIVATE LIMITED,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Copy_of_MGT-8-28032022.pdf,U99999CH1997PTC019687,,,,esvishalarora@yahoo.in,Modification of charge,,,,,,[],,,,,,,,,,ment as per the provisions of section 134 of the Act and,,,,esvishalarora@yahoo.in,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Copy_of_resolution_passed_by_the_company-14102022.pdf,U85110TG1990PTC011527,,,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Details_of_other_Entity_s_-17082021.pdf,,,,,donorcare@akshayapatra.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Form_ADT-1-18042018_signed.pdf,,,ARIES HABITAT PRIVATE LIMITED,of the company Ameerpet Hyderabad Telangana 500016 India (c) *,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Form_ADT-1-30042016_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,of the company VASANT VIHAR NEW DELHI Delhi 110057 India (c) *,sethip@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Form_AOC-4-07022021_signed.pdf,,,ARIES HABITAT PRIVATE LIMITED,,arunbombay@gmail.com,,The Company,05/12/2020,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,05/12/2020,,,,,,,,,,,,,,,,,,,
5_Form_AOC-4_XBRL_-20022021_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,rakesh@atopfasteners.com,,,26/12/2020,,,,[],,,,,,,,,,ments duly authenticated as,INDIA,160047,IN,,,,,,,,26/12/2020,,,,,,,,,,,,,,,,,,,
5_Form_DPT-3-01072021_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(d) Value of the property,,,
5_Form_MGT-7-06022021_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.co,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Form_MGT-7-18082021_signed.pdf,,,IPAS DEVELOPMENT FOUNDAT,,manningv@ipas.org,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Letter_of_appointment_-12042017.pdf,J99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Optional_Attachment-_1_-18022022.pdf,U85110UP1994PLC016361,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Optional_Attachment-_2_-01102021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Optional_Attachment-_3_-13032021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_Proof_of_dispatch-25102021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Auditor_s__certificate-29062022.pdf,U85110TG1990PTC011527,,,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-17022022.pdf,,,.,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Directors_report_as_per_section_134_3_-17082021.pdf,U80900DL2008NPL185369,,| IPAS DEVELOPMENT FOUNDATION,,idf@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Form_23B_for_period_010413_to_310314-151013.OCT.pdf,,,Aries Habitat Private Limited,,goud_7059@rediffmail.com,,,16/08/2013,,,,[],,,,,,,,,,ment of correctness given by the auditor,,500034,,,,,,,,,16/08/2013,,,,,,,,,,,,,,,,,,,
6_Form_ADT-1-19042016_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,of the company VASANT VIHAR NEW DELHI Delhi 110057 India (c) *,sethip@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Form_AOC-4-16102020_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,,sethip@ipas.org,,The Company,31/08/2020,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,31/08/2020,,,,,,,,,,,,,,,,,,,
6_Form_AOC-4-18122019_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,The Company,27/09/2019,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,27/09/2019,,,,,,,,,,,,,,,,,,,
6_Form_AOC-4_XBRL_-23112019_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,rakesh@atopfasteners.com,,,28/09/2019,,,,[],,,,,,,,,,ments duly authenticated as,INDIA,160047,IN,,,,,,,,28/09/2019,,,,,,,,,,,,,,,,,,,
6_Form_DIR-12-14102021_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,,sethip@ipas.org,,,17/12/1966,,,,[],,,,,,,,,,,,,,,,,,,,,17/12/1966,,,,,,,,,,,,,,,,,,,
6_Form_DIR-12-311015.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Form_MGT-7-20122019_signed.pdf,,,ARIES HABITAT PRIVATE LIMITE,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Form_PAS-6-01072021_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Letter_of_the_charge_holder_stating_that_the__amount_has_been_satisfied-12032021.pdf,,,,,mail@capitalbank.co.in,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_List_of_share_holders__debenture_holders_-28032022.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_Optional_Attachment-_1_-12042017.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Acknowledgement_received_from_company-16032017.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Copy_of_Certificate_of_Registration-05042021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Declaration_by_first_director-13102021.pdf,U80900DL2008NPL185369,,,,idf@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Directors_report_as_per_section_134_3_-17022022.pdf,Us51L0UP1994PLCO16361,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Form_23B_for_period_010412_to_310313-061012.OCT.pdf,,,Aries Habitat Private Limited,,goud_7059@rediffmail.com,,,29/09/2012,,,,[],,,,,,,,,,ment of correctness given by the auditor,,500034,,,,,,,,,29/09/2012,,,,,,,,,,,,,,,,,,,
7_Form_AOC-4-26102019_signed.pdf,,,ARIES HABITAT PRIVATE LIMITED,,arunbombay@gmail.com,,The Company,02/09/2019,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,02/09/2019,,,,,,,,,,,,,,,,,,,
7_Form_CHG-1-19092020.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Form_MGT-14-190215.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Form_MGT-7-16102020_signed.pdf,,,IPAS DEVELOPMENT FOUNDAT,,sethip@ipas.org,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Form_MGT-7-18122019_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.co,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Form_MGT-7-23112019_signed.pdf,,,ATOP FASTENERS PRIVATE LIM,,rakesh@atopfasteners.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Form_PAS-6-03012021_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_List_of_Directors_-28032022.pdf,U85110TG1990PTC011527,,,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_Optional_Attachment-_1_-28032022.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,csteamva@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Approval_letter_of_extension_of_financial_year_of_AGM-14032022.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Copy_of_PAN_of_entity-05042021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Declaration_of_the_appointee_director__Managing_director__in_Form_No._DIR-2_-13102021.pdf,,,,,sethip@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Evidence_of_cessation_-16032017.pdf,U99999CH1997PTCO19687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Form_23B_for_period_010411_to_310312-300711.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Form_AOC-4-17082019_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,,sethip@ipas.org,,The Company,21/06/2019,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,21/06/2019,,,,,,,,,,,,,,,,,,,
8_Form_AOC-4-19122018_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,The Company,02/09/2018,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,02/09/2018,,,,,,,,,,,,,,,,,,,
8_Form_AOC-4-25122018_signed.pdf,,,ARIES HABITAT PRIVATE LIMITED,,arunbombay@gmail.com,,The Company,03/09/2018,,,,[],,,,,,of the subsidiary company,,,,,,,,,,,,,,,03/09/2018,,,,,,,,,,,,,,,,,,,
8_Form_AOC-4_XBRL_-18122018_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,12/09/2018,,,,[],,,,,,,,,,"ments duly authenticated as AR AND BS.pdf Attach per section 134 (including Board's report, auditors' Notice and Boards Report.pdf",INDIA,412018,IN,,,,,,,,12/09/2018,,,,,,,,,,,,,,,,,,,
8_Form_DIR-12-050115.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Form_GNL.2-251114.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Form_PAS-6-29122020_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Instrument_s__of_creation_or_modification_of_charge_-19092020.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_List_of_share_holders__debenture_holders_-28032022.pdf,U85110TG1990PTC011527,,,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_Optional_Attachment-_1_-17022022.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Copies_of_the_utility_bills_as_mentioned_above__not_older_than_two_months_-09122020.pdf,L23201DL1998PLC097614,,,,vk35awasty@gmail.com,,,,,,,[],,,,,,MANJU AWASTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-04012022.pdf,,,.,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-04032022.pdf,,,,,info@svpandco.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Evidence_of_cessation_-13102021.pdf,U80900DL2008NPL185369,,,,_idf@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_23B_for_period_010410_to_310311-051010.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_DIR-11-16032017_signed.pdf,U99999CH1997PTC019687,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_DIR-12-070814.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_MGT-14-041214.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_MGT-7-17082019_signed.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_MGT-7-18122018_signed.pdf,,,ATOP FASTENERS PRIVATE LIM,,cmd@atopfasteners.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_MGT-7-19122018_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.co,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_MGT-7-25122018_signed.pdf,,,ARIES HABITAT PRIVATE LIMITE,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Form_PAS-6-29122020_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Optional_Attachment-_1_-14032022.pdf,,,The inventory has been physically verified at suitable intervals during the,,mehanassociates@yahoo.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_Optional_Attachment-_1_-19092020.pdf,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOA.PDF,,,,,manmohan.juneja@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altered_Article_of_Association-261207.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,al notes used in these Articles shall not affect the constitution,,,,,,,,,,,
Altered_Memorandum_of_Association-191207.PDF,,,is ASB HEALTH CARE & NOUSTRIES | LIMITED.,,,,The Company,,,,,['Others'],) and upon the proceeds of sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,al notes used in these Actcles shall not affect (he constitution,,,,,,,,,,,
Altered_Memorandum_of_Association-261207.PDF,,,is ASB HEALTH CARE & INDUSTRIES LIMITED.,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual_Return_2002_2003.PDF,,,,,kashmir.kamboj@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual_Return_2003_2004.PDF,,,,,manmohan.juneja@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual_Return_2004_2005.PDF,,,,,manmohan.juneja@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AoA_-_Articles_of_Association-011208.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AoA_-_Articles_of_Association-180713.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AoA_-_Articles_of_Association-191207.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AoA_-_Articles_of_Association-230315.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AoA_-_Articles_of_Association-271108.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balance_Sheet_2003_2004.PDF,,,,,kashmir.kamboj@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balance_Sheet_2004_2005.PDF,,,during the year under scrutiny.,,kashmir.kamboj@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Incorporation-011208.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Incorporation.PDF,,,,,manmohan.juneja@mca.gov.inReason,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_for_Modification_of_Mortgage-050109.PDF,,,,,,Modification of charge,,12/11/2007,,,,[],,,,,,,,,,,,,,,,,,,,,12/11/2007,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_for_Modification_of_Mortgage-150116.PDF,,,: ATOP FASTENERS PRIVATE LIMITED.,,,Modification of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_for_Modification_of_Mortgage-190514.PDF,,,: ATOP FASTENERS PRIVATE LIMITED.,,,Modification of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_for_Modification_of_Mortgage-210512.PDF,,,,,,Modification of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_for_Modification_of_Mortgage-220110.PDF,,,,,,Modification of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_of_Mortgage-050109.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_of_Mortgage-060415.PDF,,,: ASB PROJECTS LIMITED..,,,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_of_Mortgage-100413.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_of_Mortgage-161015.PDF,,,: ATOP FASTENERS PRIVATE LIMITED.,,,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_of_Mortgage-291207.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_of_the_Special_Resolution_Confirming_Alteration_of_Object_Clause-s--240708.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_of_the_Special_Resolution_Confirming_Alteration_of_Object_Clause-s--240815.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certificate_of_Registration_of_the_Special_Resolution_Confirming_Alteration_of_Object_Clause-s--271207.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_Of_Financial_Statements_as_per_section_134-241115.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_Board_Resolution-170707.PDF,,,to expand the area,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_Board_Resolution-200608.PDF,,,".""",,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_intimation_received-171108.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_intimation_received-181008.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-010115.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-031214.PDF,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-060715.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-070611.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-080110.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-080316.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-080714.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-101212.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-110708.PDF,,,"To consider and if thought fit, to pass the following resolution as a Special",,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-111110.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-151107.PDF,,,is much beneficiary to the company and proposal of,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-161014.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-171207.PDF,,,it is needed to amend the main objects of,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-180713.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-190215.PDF,U80900DL2008NPL185369,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-190714.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-220415.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-230315.PDF,U65110UP1994PLC016361,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-240815.PDF,USS11OUPL9U4PLOO16361,,,,,,,13/07/2015,,,,[],,,,,,,,,,,,,,,,,,,,,13/07/2015,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-281114.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-300714.PDF,U80900DL2008NPL185369,,,,ipasindia@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_resolution-300915.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copy_of_the_resolution_for_alteration_of_capital-090714.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declaration_of_the_appointee_Director-_in_Form_DIR-2-020814.PDF,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declaration_of_the_appointee_Director-_in_Form_DIR-2-050115.PDF,,,,,sahib@atopfasteners.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Directors-_report_as_per_section_134-3--241115.PDF,U85110UP1994PLC016361,,,,,,,,,,,['Others'],Individu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evidence_of_cessation-080908.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evidence_of_cessation-220515.PDF,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form_1-201108.PDF,,,Ipas Development Foundation,,dkkapur@airtelmail.in,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
